gorovje,izhodišče,višina_izhodišča,cilj,višina_cilja,opomba_poti,čas_hoje,zahtevnost,višinska_razlika_po_poti,število_ogledov,ocena,število_glasov,širina_cilja,dolžina_cilja,vrsta_cilja
Julijske Alpe,Stara Fužina,600,Prevalski Stog,2075,čez planino Krstenica,305,delno zahtevna neoznačena pot,1525,3357,9,1,"46,34432","13,8373",vrh
Julijske Alpe,Planina Blato,1147,Prevalski Stog,2075,,200,delno zahtevna neoznačena pot,1000,8674,9,1,"46,34432","13,8373",vrh
Julijske Alpe, Planina Blato,1147,Debeli vrh,2390,čez planino v Lazu,240,zahtevno brezpotje,1300,28988,8,7,"46,34022","13,81518",vrh
Julijske Alpe,Planina Blato,1147,Zadnji Vogel,2327,snežni pristop,255,lahko brezpotje,1180,12482,9,2,"46,3402","13,7978",vrh
Julijske Alpe,Planina Blato,1147,Velika Zelnarica,2320,Za Kopico,270,lahka neoznačena steza,1173,12070,9,10,"46,34246","13,79081",vrh
Julijske Alpe,Koča pri Savici,653,Velika Zelnarica,2320,čez Vrata,360,"zahtevna označena pot, lahko brezpotje",1700,6103,9,1,"46,34246","13,79081",vrh
Julijske Alpe,Koča pri Savici,653,Velika Zelnarica,2320,čez Štapce,375,"zahtevna označena pot, lahko brezpotje",1900,5859,9,1,"46,34246","13,79081",vrh
Julijske Alpe,Planina  Blato,1147,Velika Zelnarica,2320,čez Štapce,360,"delno zahtevna označena pot, lahko brezpotje",1500,8803,9,3,"46,34246","13,79081",vrh
Julijske Alpe,Vršič,1611,Velika Mojstrovka,2366,južna pot,150,zahtevna neoznačena steza,800,40461,9,5,"46,43601","13,7272",vrh
Julijske Alpe,Konec ceste na Pokljuki ,1340,Veliki Draški vrh,2243,pot čez severni raz,195,zahtevno brezpotje,903,6588,9,1,"46,36017","13,87584",vrh
Julijske Alpe,Rudno polje,1347,Veliki Draški vrh,2243,čez Kačji rob,210,"zahtevna označena pot, delno zahtevna neoznačena pot",940,18439,10,3,"46,36017","13,87584",vrh
Julijske Alpe,Rudno polje,1347,Veliki Draški vrh,2243,čez Jezerce in Studorski preval,200,delno zahtevna neoznačena pot,930,6387,10,2,"46,36017","13,87584",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Veliki Draški vrh,2243,,180,delno zahtevna neoznačena pot,903,29590,9,5,"46,36017","13,87584",vrh
Julijske Alpe,Uskovnica ,1215,Veliki Draški vrh,2243,čez Jezerce in Studorski preval,215,delno zahtevna neoznačena pot,1080,460,10,1,"46,36017","13,87584",vrh
Julijske Alpe,Uskovnica ,1076,Veliki Draški vrh,2243,čez Jezerce in Studorski preval,235,delno zahtevna neoznačena pot,1195,360,10,1,"46,36017","13,87584",vrh
Julijske Alpe,Uskovnica ,1076,Veliki Draški vrh,2243,čez planino Spodnji Tosc,255,"zahtevna označena pot, delno zahtevna neoznačena pot",1370,225,10,1,"46,36017","13,87584",vrh
Julijske Alpe,Srednja vas,583,Veliki Draški vrh,2243,Za Ribnico in čez planino Spodnji Tosc,340,"zahtevna označena pot, delno zahtevna neoznačena pot",1875,188,10,1,"46,36017","13,87584",vrh
Julijske Alpe,Srednja vas,583,Veliki Draški vrh,2243,"Za Ribnico, čez Jezerce in Studorski preval",320,delno zahtevna neoznačena pot,1695,171,10,1,"46,36017","13,87584",vrh
Julijske Alpe,Uskovnica ,1215,Veliki Draški vrh,2243,čez planino Spodnji Tosc,255,"zahtevna označena pot, delno zahtevna neoznačena pot",1200,8673,8,1,"46,36017","13,87584",vrh
Julijske Alpe,Mangartsko sedlo,2055,Mangart,2679,Italijanska pot,120,zahtevna označena pot,624,116060,8,14,"46,43948","13,65457",vrh
Julijske Alpe,Belopeška jezera,929,Mangart,2679,Via Italiana,330,izjemno zahtevna označena pot,1800,120252,9,10,"46,43948","13,65457",vrh
Julijske Alpe,Loška Koritnica,780,Mangart,2679,,420,zelo zahtevna označena pot,2000,25478,10,4,"46,43948","13,65457",vrh
Julijske Alpe,Mangartsko sedlo,2055,Mangart,2679,Slovenska pot,120,zelo zahtevna označena pot,624,188337,8,15,"46,43948","13,65457",vrh
Julijske Alpe,Pri Mlinču,1094,Mangart,2679,čez Gladki rob in po italijanski poti,285,"lahka neoznačena steza, zahtevna označena pot",1595,2400,8,2,"46,43948","13,65457",vrh
Julijske Alpe,Pri Mlinču,1094,Mangart,2679,čez Gladki rob in po slovenski poti,285,"lahka neoznačena steza, zelo zahtevna označena pot",1595,2070,10,1,"46,43948","13,65457",vrh
Julijske Alpe,Pri Mlinču,1094,Mangart,2679,italijanska pot,285,zahtevna označena pot,1585,1790,8,2,"46,43948","13,65457",vrh
Julijske Alpe,Pri Mlinču,1094,Mangart,2679,slovenska pot,285,zelo zahtevna označena pot,1585,2560,7,4,"46,43948","13,65457",vrh
Julijske Alpe,Flori,900,Veliki Ozebnik,2480,mimo zavetišča pod Špičkom,330,zahtevno brezpotje,1580,5413,8,2,"46,4149","13,67909",vrh
Julijske Alpe,Vršič,1611,Veliki Ozebnik,2480,čez Jalovško škrbino,330,zahtevno brezpotje,1200,7228,8,3,"46,4149","13,67909",vrh
Julijske Alpe,Vršič,1611,Veliki Ozebnik,2480,mimo zavetišča pod Špičkom,360,zahtevno brezpotje,1250,5788,8,2,"46,4149","13,67909",vrh
Julijske Alpe,Flori,900,Veliki Ozebnik,2480,čez Jalovško škrbino,330,zahtevno brezpotje,1580,4773,8,2,"46,4149","13,67909",vrh
Julijske Alpe,Plaz Črlovec,820,Kukova špica,2427,čez JV raz,360,alpinistični vzpon,1650,6535,10,3,"46,44726","13,85481",vrh
Julijske Alpe,Plaz Črlovec,820,Kukova špica,2427,čez Gulce,300,zahtevna neoznačena steza,1607,34926,8,8,"46,44726","13,85481",vrh
Julijske Alpe,Drežnica,553,Gomiščkovo zavetišče na Krnu,2182,pot Silva Korena,290,zelo zahtevna označena pot,1629,4871,10,2,"46,26526","13,65719","koča, bivak"
Julijske Alpe,Drežnica,553,Gomiščkovo zavetišče na Krnu,2182,južna pot,290,lahka označena pot,1629,2501,9,1,"46,26526","13,65719","koča, bivak"
Julijske Alpe,Koča na planini Kuhinja,1002,Gomiščkovo zavetišče na Krnu,2182,,180,lahka označena pot,1180,1347,10,1,"46,26526","13,65719","koča, bivak"
Julijske Alpe,Planina Kuhinja,991,Gomiščkovo zavetišče na Krnu,2182,,185,lahka označena pot,1191,17164,8,4,"46,26526","13,65719","koča, bivak"
Julijske Alpe,Dom v Lepeni,700,Gomiščkovo zavetišče na Krnu,2182,,300,lahka označena pot,1482,10443,9,5,"46,26526","13,65719","koča, bivak"
Julijske Alpe,Trdnjava Kluže,532,Rombon,2208,,300,lahka označena pot,1676,96851,9,5,"46,3672","13,5544",vrh
Julijske Alpe,D postaja,2202,Rombon,2208,,300,delno zahtevna označena pot,550,24655,8,2,"46,3672","13,5544",vrh
Julijske Alpe,Nevejski preval,1170,Rombon,2208,pot 636,405,delno zahtevna označena pot,1400,5215,10,1,"46,3672","13,5544",vrh
Julijske Alpe,Nevejski preval,1170,Rombon,2208,po smučarski progi,390,delno zahtevna označena pot,1400,4001,9,1,"46,3672","13,5544",vrh
Julijske Alpe,Zavrzelno,700,Rombon,2208,,300,delno zahtevna označena pot,1508,30875,8,8,"46,3672","13,5544",vrh
Julijske Alpe,Planina Kuhinja,991,Vrh nad Peski,2176,,240,lahka neoznačena steza,1185,12113,9,2,"46,2643","13,67794",vrh
Julijske Alpe,Krn,900,Vrh nad Peski,2176,čez planino Sleme,280,lahka neoznačena steza,1400,6212,10,1,"46,2643","13,67794",vrh
Julijske Alpe,Planina Polog,457,Vrh nad Peski,2176,čez planino Sleme,345,lahka neoznačena steza,1800,6052,10,1,"46,2643","13,67794",vrh
Julijske Alpe, Planina Polog,457,Vrh nad Peski,2176,čez Prehodce,325,lahka neoznačena steza,1790,6003,10,1,"46,2643","13,67794",vrh
Julijske Alpe,Koča pri Savici,653,Vrh nad Peski,2176,čez Prehodce,390,lahka neoznačena steza,1750,3967,10,1,"46,2643","13,67794",vrh
Julijske Alpe,Dom v Lepeni,700,Vrh nad Peski,2176,čez Prag,285,lahka neoznačena steza,1476,9404,9,5,"46,2643","13,67794",vrh
Julijske Alpe,Bele Vode,980,Jerebica,2126,,210,delno zahtevna označena pot,1150,13675,9,4,"46,40001","13,56417",vrh
Julijske Alpe,Možnica,598,Jerebica,2126,,240,zahtevna označena pot,1528,35223,8,4,"46,40001","13,56417",vrh
Julijske Alpe,Gozdec,1075,Konjc,2289,,215,zahtevno brezpotje,1270,4520,8,2,"46,35223","13,46995",vrh
Julijske Alpe,D postaja,2202,Konjc,2289,,50,zahtevno brezpotje,100,5713,7,3,"46,35223","13,46995",vrh
Julijske Alpe,Zadnjica,650,Planja,2453,,345,zahtevna označena pot,1825,10164,8,2,"46,40736","13,78724",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Planja,2453,čez Sovatno,375,zahtevna označena pot,1600,6203,8,2,"46,40736","13,78724",vrh
Julijske Alpe,Ruski križ,1000,Planja,2453,čez Kriško steno,415,zelo zahtevna označena pot,1850,5999,8,2,"46,40736","13,78724",vrh
Julijske Alpe,Vršič,1611,Planja,2453,,345,zahtevna označena pot,1200,9281,9,3,"46,40736","13,78724",vrh
Julijske Alpe,Ruski križ,1000,Špik,2472,mimo Koče v Krnici,300,zelo zahtevna označena pot,1600,57927,9,12,"46,44872","13,81432",vrh
Julijske Alpe,Pišnica,870,Špik,2472,skozi Kačji graben,285,zahtevna označena pot,1602,72137,7,9,"46,44872","13,81432",vrh
Julijske Alpe,Krnica,1113,Špik,2472,čez Lipnico,240,zelo zahtevna označena pot,1600,37225,1,2,"46,44872","13,81432",vrh
Julijske Alpe,Pišnica,850,Špik,2472,mimo Koče v Krnici,330,zelo zahtevna označena pot,1750,10978,10,1,"46,44872","13,81432",vrh
Julijske Alpe,Ruski križ,1000,Špik,2472,skozi Kačji graben,290,zahtevna označena pot,1585,12692,9,1,"46,44872","13,81432",vrh
Julijske Alpe,Vas na Skali,980,Veliko Špičje,2398,na greben Špičja po Tumovi smeri,300,zelo zahtevno brezpotje,1420,2582,8,3,"46,34382","13,7672",vrh
Julijske Alpe,Zadnjica,650,Veliko Špičje,2398,,390,zahtevna označena pot,1875,1400,9,1,"46,34382","13,7672",vrh
Julijske Alpe,Trenta,620,Veliko Špičje,2398,,390,zahtevna označena pot,1905,1310,10,1,"46,34382","13,7672",vrh
Julijske Alpe,Koča pri Savici,653,Veliko Špičje,2398,,330,zahtevna označena pot,1745,18313,9,5,"46,34382","13,7672",vrh
Julijske Alpe,Koča  pri Savici,653,Veliko Špičje,2398,mimo Zasavske koče,435,zahtevna označena pot,1900,13055,7,3,"46,34382","13,7672",vrh
Julijske Alpe,Planina Blato,1147,Veliko Špičje,2398,čez Štapce,345,zahtevna označena pot,1525,10820,9,1,"46,34382","13,7672",vrh
Julijske Alpe,Planina Blato,1147,Veliko Špičje,2398,Za Kopico,435,zahtevna označena pot,1600,6525,7,2,"46,34382","13,7672",vrh
Julijske Alpe,Zadnjica,650,Malo Špičje,2312,,315,"lahka označena pot, lahka neoznačena steza",1715,640,9,1,"46,35139","13,78335",vrh
Julijske Alpe,Trenta,620,Malo Špičje,2312,,315,"lahka označena pot, lahka neoznačena steza",1740,420,10,1,"46,35139","13,78335",vrh
Julijske Alpe,Koča pri  Savici,653,Malo Špičje,2312,mimo Zasavske koče,360,"zahtevna označena pot, lahka neoznačena steza",1750,6754,9,2,"46,35139","13,78335",vrh
Julijske Alpe,Planina Blato,1147,Malo Špičje,2312,Za Kopico,360,zahtevna neoznačena steza,1500,5708,8,2,"46,35139","13,78335",vrh
Julijske Alpe,Konec ceste na Vogar,1350,Velika Tičarica,2091,,225,zahtevno brezpotje,930,470,10,1,"46,32285","13,78576",vrh
Julijske Alpe,Koča pri Savici,653,Velika Tičarica,2091,,260,zahtevno brezpotje,1438,9107,8,2,"46,32285","13,78576",vrh
Julijske Alpe,Planina Blato,1147,Velika Tičarica,2091,,230,zahtevno brezpotje,975,14946,8,1,"46,32285","13,78576",vrh
Julijske Alpe,Konec ceste na Vogar,1350,Kopica,2190,čez Štapce,275,"lahka označena pot, lahko brezpotje",1050,2201,10,1,"46,33257","13,78765",vrh
Julijske Alpe,Koča pri Savici,653,Kopica,2190,,300,"zahtevna označena pot, lahko brezpotje",1650,5988,9,1,"46,33257","13,78765",vrh
Julijske Alpe,Planina Blato,1147,Kopica,2190,čez Štapce,270,"lahka označena pot, lahko brezpotje",1150,10548,9,2,"46,33257","13,78765",vrh
Julijske Alpe,Planina Blato,1147,Mala Zelnarica,2310,Za Kopico,270,lahka označena pot,1250,11614,9,1,"46,33808","13,78967",vrh
Julijske Alpe, Planina Blato,1147,Mala Zelnarica,2310,čez Štapce,315,delno zahtevna označena pot,1350,8844,9,1,"46,33808","13,78967",vrh
Julijske Alpe,Koča pri Savici,653,Mala Zelnarica,2310,čez Štapce,345,zahtevna označena pot,1800,5510,9,1,"46,33808","13,78967",vrh
Julijske Alpe,Koča pri Savici,653,Mala Zelnarica,2310,čez Vrata,360,zahtevna označena pot,1700,4807,9,1,"46,33808","13,78967",vrh
Julijske Alpe,Zadnjica,650,Mišeljski Konec,2464,čez Dolič,345,zahtevno brezpotje,1815,8742,9,4,"46,35458","13,81831",vrh
Julijske Alpe,Uskovnica ,1215,Ablanca,2004,čez planino Spodnji Tosc,215,zahtevna neoznačena steza,1025,6499,7,1,"46,35294","13,88419",vrh
Julijske Alpe,Rudno polje,1347,Ablanca,2004,čez Srenjski preval,210,zahtevna neoznačena steza,700,9371,9,2,"46,35294","13,88419",vrh
Julijske Alpe,Rudno polje,1340,Ablanca,2004,čez Jezerce in Studorski preval,160,zahtevna neoznačena steza,700,1570,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Uskovnica ,1215,Ablanca,2004,čez Jezerce in Studorski preval,175,zahtevna neoznačena steza,840,430,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Uskovnica ,1076,Ablanca,2004,čez Jezerce in Studorski preval,195,zahtevna neoznačena steza,955,420,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Uskovnica ,1076,Ablanca,2004,čez planino Spodnji Tosc,215,zahtevna neoznačena steza,1130,350,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Srednja vas,583,Ablanca,2004,"Za Ribnico, čez Jezerce in Studorski preval",280,zahtevna neoznačena steza,1455,320,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Srednja vas,583,Ablanca,2004,Za Ribnico in čez planino Spodnji Tosc,300,zahtevna neoznačena steza,1635,221,10,1,"46,35294","13,88419",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Ablanca,2004,,140,zahtevna neoznačena steza,664,20021,9,4,"46,35294","13,88419",vrh
Julijske Alpe,Mojstrana,675,Drobeče Sleme,2029,,255,lahka neoznačena steza,1390,7277,9,3,"46,45453","13,87242",vrh
Julijske Alpe,Dolina Kot,950,Begunjski vrh,2461,,270,delno zahtevna označena pot,1511,16192,8,3,"46,39032","13,85436",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Begunjski vrh,2461,,390,zahtevna označena pot,1330,5449,10,1,"46,39032","13,85436",vrh
Julijske Alpe,Dolina Krma,944,Begunjski vrh,2461,,345,lahka označena pot,1640,1360,10,1,"46,39032","13,85436",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Begunjski vrh,2461,čez Prag,300,zahtevna označena pot,1446,8529,8,2,"46,39032","13,85436",vrh
Julijske Alpe, Aljažev dom v Vratih,1015,Begunjski vrh,2461,Tominškova pot,290,zelo zahtevna označena pot,1446,9641,8,2,"46,39032","13,85436",vrh
Julijske Alpe,Turkov rovt ,941,Begunjski vrh,2461,snežni pristop,270,lahko brezpotje,1520,7453,9,4,"46,39032","13,85436",vrh
Julijske Alpe,Poldov rovt ,941,Visoki Rokav,2646,,390,zelo zahtevno brezpotje,1705,25446,9,6,"46,43499","13,82797",vrh
Julijske Alpe,Poldov rovt ,941,Visoki Rokav,2646,preko Velikega Oltarja (po grebenu),540,zelo zahtevno brezpotje,1705,13628,8,4,"46,43499","13,82797",vrh
Julijske Alpe,Dolina Krma,944,Veliki Pršivec,2056,,240,lahko brezpotje,1112,10358,8,2,"46,38125","13,88672",vrh
Julijske Alpe,Vršič,1611,Jalovec,2645,čez Jalovško škrbino,360,zelo zahtevna označena pot,1350,55710,9,16,"46,42154","13,68002",vrh
Julijske Alpe,Flori,900,Jalovec,2645,čez Jalovško škrbino,360,zelo zahtevna označena pot,1745,18671,9,7,"46,42154","13,68002",vrh
Julijske Alpe,Flori,900,Jalovec,2645,mimo zavetišča pod Špičkom,360,zelo zahtevna označena pot,1745,35750,9,7,"46,42154","13,68002",vrh
Julijske Alpe,Loška Koritnica,780,Jalovec,2645,mimo zavetišča pod Špičkom,450,zelo zahtevna označena pot,2100,13285,10,2,"46,42154","13,68002",vrh
Julijske Alpe,Bavšica,698,Jalovec,2645,,495,zelo zahtevna označena pot,2200,10542,10,3,"46,42154","13,68002",vrh
Julijske Alpe,Dom v Tamarju,1108,Jalovec,2645,zimski plezalni vzpon skozi zimski kamin,330,zelo zahtevno brezpotje,1537,14879,8,6,"46,42154","13,68002",vrh
Julijske Alpe,Dom v Tamarju,1108,Jalovec,2645,po melišču in čez Kotovo sedlo,315,zelo zahtevna označena pot,1537,8755,10,1,"46,42154","13,68002",vrh
Julijske Alpe,Vršič,1611,Jalovec,2645,mimo zavetišča pod Špičkom,390,zelo zahtevna označena pot,1500,70047,8,5,"46,42154","13,68002",vrh
Julijske Alpe,Dom v Tamarju,1108,Jalovec,2645,čez Kotovo sedlo,315,zelo zahtevna označena pot,1537,116781,9,12,"46,42154","13,68002",vrh
Julijske Alpe,Dom v Tamarju,1108,Jalovec,2645,čez Jalovško škrbino,345,zelo zahtevna označena pot,1650,34924,9,11,"46,42154","13,68002",vrh
Julijske Alpe,Rudno polje,1347,Cesar,2098,,250,zahtevno brezpotje,1000,9300,9,1,"46,36653","13,85913",vrh
Julijske Alpe,Aljažev dom v Vratih,1015,Bovški Gamsovec,2392,čez Luknjo,270,zahtevna označena pot,1377,47442,9,8,"46,3983","13,81286",vrh
Julijske Alpe, Aljažev dom v Vratih,1015,Bovški Gamsovec,2392,čez Sovatno,285,zahtevna označena pot,1390,23854,8,4,"46,3983","13,81286",vrh
Julijske Alpe,Zadnjica,650,Bovški Gamsovec,2392,čez Luknjo,315,zahtevna označena pot,1750,15455,10,1,"46,3983","13,81286",vrh
Julijske Alpe,D postaja,2202,Velika Črnelska špica,2332,,180,zahtevna označena pot,650,10734,8,3,"46,37654","13,51567",vrh
Julijske Alpe,Nevejski preval,1170,Velika Črnelska špica,2332,po smučarski progi,270,zahtevna označena pot,1465,2414,9,1,"46,37654","13,51567",vrh
Julijske Alpe,Nevejski preval,1170,Velika Črnelska špica,2332,pot 636,285,zahtevna označena pot,1450,3387,6,2,"46,37654","13,51567",vrh
Julijske Alpe,Dom v Lepeni,700,Velika Baba,2016,,240,lahka označena pot,1340,28592,9,6,"46,29478","13,70854",vrh
Julijske Alpe,Zadnjica,650,Zadnjiški Ozebnik,2084,,255,lahka neoznačena steza,1450,16794,8,5,"46,36917","13,78205",vrh
Julijske Alpe,Trenta,620,Zadnjiški Ozebnik,2084,,255,lahka neoznačena steza,1464,6759,9,1,"46,36917","13,78205",vrh
Julijske Alpe,Flori,900,Bavški Grintavec,2347,čez Kanski preval,285,zelo zahtevna označena pot,1447,36069,8,7,"46,36899","13,67025",vrh
Julijske Alpe,Flori,900,Bavški Grintavec,2347,direktna pot,270,zelo zahtevna označena pot,1447,44594,10,4,"46,36899","13,67025",vrh
Julijske Alpe,Soča,500,Bavški Grintavec,2347,,330,zahtevna označena pot,1847,53396,9,3,"46,36899","13,67025",vrh
Julijske Alpe,Dolina Kot,950,Spodnja Vrbanova špica,2299,pot Lojzeta Rekarja,240,zelo zahtevna označena pot,1350,16642,9,5,"46,39655","13,86906",vrh
Julijske Alpe,Planina Kuk,1150,Vrh nad Škrbino,2054,čez Škrbino,225,zelo zahtevna označena pot,940,18315,8,1,"46,2544","13,78",vrh
Julijske Alpe,Planina Kuk,1150,Vrh nad Škrbino,2054,direktna pot,195,delno zahtevna označena pot,915,11472,7,1,"46,2544","13,78",vrh
Julijske Alpe,Koča pri Savici,653,Vrh nad Škrbino,2054,mimo Doma na Komni in čez Škrbino,360,zelo zahtevna označena pot,1650,4079,10,1,"46,2544","13,78",vrh
Julijske Alpe,Ukanc,570,Vrh nad Škrbino,2054,,285,"lahka neoznačena steza, zelo zahtevna označena pot",1500,3902,9,1,"46,2544","13,78",vrh
Julijske Alpe,Ski hotel Vogel,1540,Vrh nad Škrbino,2054,,290,zelo zahtevna označena pot,950,4199,10,1,"46,2544","13,78",vrh
Julijske Alpe,Ski hotel Vogel,1540,Vrh nad Škrbino,2054,po Bohinjski planinski poti,270,zelo zahtevna označena pot,750,740,10,1,"46,2544","13,78",vrh
Julijske Alpe,Tolminske Ravne,924,Vrh nad Škrbino,2054,po strmi in direktni poti,210,zahtevna označena pot,1160,530,9,1,"46,2544","13,78",vrh
Julijske Alpe,Tolminske Ravne,924,Vrh nad Škrbino,2054,po mulatjeri in direktni poti,240,delno zahtevna označena pot,1150,560,10,1,"46,2544","13,78",vrh
Julijske Alpe,Tolminske Ravne,924,Vrh nad Škrbino,2054,po strmi poti in čez Škrbino,240,zelo zahtevna označena pot,1155,430,10,1,"46,2544","13,78",vrh
Julijske Alpe,Ski hotel Vogel,1540,Vrh nad Škrbino,2054,po BPP pod Rušnatim vrhom in po grebenu čez Mejo,230,zahtevno brezpotje,530,320,10,1,"46,2544","13,78",vrh
Julijske Alpe,Poldov rovt ,941,Veliki Oltar,2621,mimo bivaka,360,zelo zahtevno brezpotje,1680,32815,8,9,"46,43968","13,82998",vrh
Julijske Alpe,Ruski križ,1000,Veliki Oltar,2621,po SZ grebenu,360,alpinistični vzpon,1820,11566,10,4,"46,43968","13,82998",vrh
Julijske Alpe,Konec ceste na Vogar,1350,Čelo,2228,čez Prode,440,lahko brezpotje,1400,5356,8,2,"46,32912","13,74117",vrh
Julijske Alpe,Koča pri Savici,653,Čelo,2228,,420,lahko brezpotje,1730,8600,8,6,"46,32912","13,74117",vrh
Julijske Alpe,Pod Zjabci,745,Čelo,2228,,315,lahko brezpotje,1550,4955,10,1,"46,32912","13,74117",vrh
Julijske Alpe,Planina Blato,1147,Čelo,2228,čez Prode,435,lahko brezpotje,1500,3059,10,1,"46,32912","13,74117",vrh
Julijske Alpe,Planina Blato,1147,Čelo,2228,čez Štapce,435,"delno zahtevna označena pot, lahko brezpotje",1600,3524,10,1,"46,32912","13,74117",vrh
Julijske Alpe,Konec ceste na Vogar,1350,Čelo,2228,čez Štapce,440,"delno zahtevna označena pot, lahko brezpotje",1500,2958,10,1,"46,32912","13,74117",vrh
Julijske Alpe,Koča pri Savici,653,Čelo,2228,čez Komno,465,lahko brezpotje,1800,460,8,2,"46,32912","13,74117",vrh
Julijske Alpe,Planina Blato,1147,Adam,2012,,190,lahko brezpotje,865,12129,8,1,"46,3406","13,83849",vrh
Julijske Alpe,Planina Blato,1147,Eva,2019,čez Adama,200,lahko brezpotje,900,13064,9,2,"46,34135","13,84004",vrh
Julijske Alpe,Planina Blato,1147,Prvi Vogel,2181,,240,lahko brezpotje,1034,7929,9,4,"46,33004","13,79969",vrh
Julijske Alpe,Planina Blato,1147,Srednji Vogel,2226,,240,lahko brezpotje,1079,5636,8,3,"46,33414","13,79845",vrh
Julijske Alpe,Rudno polje,1347,Viševnik,2050,,120,lahka označena pot,703,153977,8,15,"46,35901","13,89829",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Viševnik,2050,čez Srenjski preval,140,delno zahtevna označena pot,710,18911,9,3,"46,35901","13,89829",vrh
Julijske Alpe,Rudno polje,1347,Viševnik,2050,skozi Zgornji Razor,200,"lahka neoznačena steza, delno zahtevna označena pot",800,8597,9,1,"46,35901","13,89829",vrh
Julijske Alpe,Planina Zajavornik,1292,Viševnik,2050,,210,delno zahtevna označena pot,900,5207,9,2,"46,35901","13,89829",vrh
Julijske Alpe,Medvedova konta,1410,Viševnik,2050,,195,delno zahtevna označena pot,785,4463,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Pri Rupah,1350,Viševnik,2050,,195,delno zahtevna označena pot,850,3649,9,1,"46,35901","13,89829",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Viševnik,2050,čez Golo Ravan,135,lahka neoznačena steza,725,2881,10,3,"46,35901","13,89829",vrh
Julijske Alpe,Rudno polje,1347,Viševnik,2050,čez Golo Ravan,135,lahka neoznačena steza,720,2381,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Rudno polje,1347,Viševnik,2050,čez Jezerce in Srenjski preval,160,delno zahtevna označena pot,735,5540,10,2,"46,35901","13,89829",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Viševnik,2050,mimo izvira Zlate vode,140,lahka neoznačena steza,710,1403,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Rudno polje,1347,Viševnik,2050,mimo izvira Zlate vode,140,lahka neoznačena steza,720,1112,9,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1215,Viševnik,2050,mimo izvira Zlate vode,175,lahka neoznačena steza,885,995,9,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1076,Viševnik,2050,mimo izvira Zlate vode,195,lahka neoznačena steza,1000,750,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Srednja vas,583,Viševnik,2050,Za Ribnico in čez Golo Ravan,275,lahka neoznačena steza,1515,292,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Srednja vas,583,Viševnik,2050,Za Ribnico in mimo izvira Zlate vode,280,lahka neoznačena steza,1515,320,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1076,Viševnik,2050,čez Golo Ravan,190,lahka neoznačena steza,1000,330,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1215,Viševnik,2050,čez Golo Ravan,170,lahka neoznačena steza,885,530,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1076,Viševnik,2050,čez Srenjski preval,195,delno zahtevna označena pot,1000,660,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Uskovnica ,1215,Viševnik,2050,čez Srenjski preval,175,delno zahtevna označena pot,885,520,10,1,"46,35901","13,89829",vrh
Julijske Alpe,Srednja vas,583,Viševnik,2050,Za Ribnico in čez Srenjski preval,280,delno zahtevna označena pot,1515,390,10,1,"46,35901","13,89829",vrh
Julijske Alpe, Rudno polje,1347,Viševnik,2050,čez Kačji rob,140,delno zahtevna označena pot,750,35732,9,6,"46,35901","13,89829",vrh
Julijske Alpe,Ruski križ,1000,Velika Martuljška Ponca,2602,,420,zelo zahtevno brezpotje,1800,22130,8,5,"46,44179","13,82419",vrh
Julijske Alpe,Konec ceste na Pokljuki,1340,Tosc,2275,,225,lahka neoznačena steza,950,58029,9,10,"46,35672","13,8684",vrh
Julijske Alpe,Uskovnica ,1076,Tosc,2275,čez planino Spodnji Tosc,260,"zahtevna označena pot, lahka neoznačena steza",1340,940,9,1,"46,35672","13,8684",vrh
Julijske Alpe,Srednja vas,583,Tosc,2275,Za Ribnico in čez planino Spodnji Tosc,345,"zahtevna označena pot, lahka neoznačena steza",1850,580,10,1,"46,35672","13,8684",vrh
Julijske Alpe,Uskovnica ,1215,Tosc,2275,,255,"zahtevna označena pot, lahka neoznačena steza",1200,22057,7,1,"46,35672","13,8684",vrh
Julijske Alpe,Dolina Krma,930,Debela peč,2014,,195,zahtevna označena pot,1120,29012,8,3,"46,39071","13,93316",vrh
